ID,Description_en,VulnStatus,Published,LastModified,WeaknessSource,WeaknessValue,CVSS_Source_v31,CVSS_Vector_v31,CVSS_BaseScore,CVSS_BaseSeverity,ShortName,Group_Label
CVE-2022-20881,"multiple vulnerabilities in the web-based management interface of cisco small business rv110w, rv130, rv130w, and rv215w routers could allow an authenticated, remote attacker to execute arbitrary code on an affected device or cause the device to restart unexpectedly, resulting in a denial of service (dos) condition. these vulnerabilities are due to insufficient validation of user fields within incoming http packets. an attacker could exploit these vulnerabilities by sending a crafted request to the web-based management interface. a successful exploit could allow the attacker to execute arbitrary commands on an affected device with root-level privileges or to cause the device to restart unexpectedly, resulting in a dos condition. to exploit these vulnerabilities, an attacker would need to have valid administrator credentials on the affected device. cisco has not released software updates that address these vulnerabilities.",Modified,2022-07-21,2024-11-21,nvd@nist.gov,CWE-78,nvd@nist.gov,CVSS:3.1/AV:N/AC:L/PR:H/UI:N/S:U/C:H/I:H/A:H,7.2,HIGH,NVD,G_C_NVD_Cisco_Group122
CVE-2022-20882,"multiple vulnerabilities in the web-based management interface of cisco small business rv110w, rv130, rv130w, and rv215w routers could allow an authenticated, remote attacker to execute arbitrary code on an affected device or cause the device to restart unexpectedly, resulting in a denial of service (dos) condition. these vulnerabilities are due to insufficient validation of user fields within incoming http packets. an attacker could exploit these vulnerabilities by sending a crafted request to the web-based management interface. a successful exploit could allow the attacker to execute arbitrary commands on an affected device with root-level privileges or to cause the device to restart unexpectedly, resulting in a dos condition. to exploit these vulnerabilities, an attacker would need to have valid administrator credentials on the affected device. cisco has not released software updates that address these vulnerabilities.",Modified,2022-07-21,2024-11-21,ykramarz@cisco.com,CWE-120,ykramarz@cisco.com,CVSS:3.1/AV:N/AC:L/PR:H/UI:N/S:U/C:L/I:L/A:L,4.7,MEDIUM,Cisco,G_C_CNA_Cisco_Group122
CVE-2022-20882,"multiple vulnerabilities in the web-based management interface of cisco small business rv110w, rv130, rv130w, and rv215w routers could allow an authenticated, remote attacker to execute arbitrary code on an affected device or cause the device to restart unexpectedly, resulting in a denial of service (dos) condition. these vulnerabilities are due to insufficient validation of user fields within incoming http packets. an attacker could exploit these vulnerabilities by sending a crafted request to the web-based management interface. a successful exploit could allow the attacker to execute arbitrary commands on an affected device with root-level privileges or to cause the device to restart unexpectedly, resulting in a dos condition. to exploit these vulnerabilities, an attacker would need to have valid administrator credentials on the affected device. cisco has not released software updates that address these vulnerabilities.",Modified,2022-07-21,2024-11-21,nvd@nist.gov,CWE-78,nvd@nist.gov,CVSS:3.1/AV:N/AC:L/PR:H/UI:N/S:U/C:H/I:H/A:H,7.2,HIGH,NVD,G_C_NVD_Cisco_Group122
CVE-2022-20883,"multiple vulnerabilities in the web-based management interface of cisco small business rv110w, rv130, rv130w, and rv215w routers could allow an authenticated, remote attacker to execute arbitrary code on an affected device or cause the device to restart unexpectedly, resulting in a denial of service (dos) condition. these vulnerabilities are due to insufficient validation of user fields within incoming http packets. an attacker could exploit these vulnerabilities by sending a crafted request to the web-based management interface. a successful exploit could allow the attacker to execute arbitrary commands on an affected device with root-level privileges or to cause the device to restart unexpectedly, resulting in a dos condition. to exploit these vulnerabilities, an attacker would need to have valid administrator credentials on the affected device. cisco has not released software updates that address these vulnerabilities.",Modified,2022-07-21,2024-11-21,ykramarz@cisco.com,CWE-120,ykramarz@cisco.com,CVSS:3.1/AV:N/AC:L/PR:H/UI:N/S:U/C:L/I:L/A:L,4.7,MEDIUM,Cisco,G_C_CNA_Cisco_Group122
CVE-2022-20883,"multiple vulnerabilities in the web-based management interface of cisco small business rv110w, rv130, rv130w, and rv215w routers could allow an authenticated, remote attacker to execute arbitrary code on an affected device or cause the device to restart unexpectedly, resulting in a denial of service (dos) condition. these vulnerabilities are due to insufficient validation of user fields within incoming http packets. an attacker could exploit these vulnerabilities by sending a crafted request to the web-based management interface. a successful exploit could allow the attacker to execute arbitrary commands on an affected device with root-level privileges or to cause the device to restart unexpectedly, resulting in a dos condition. to exploit these vulnerabilities, an attacker would need to have valid administrator credentials on the affected device. cisco has not released software updates that address these vulnerabilities.",Modified,2022-07-21,2024-11-21,nvd@nist.gov,CWE-78,nvd@nist.gov,CVSS:3.1/AV:N/AC:L/PR:H/UI:N/S:U/C:H/I:H/A:H,7.2,HIGH,NVD,G_C_NVD_Cisco_Group122
CVE-2022-20884,"multiple vulnerabilities in the web-based management interface of cisco small business rv110w, rv130, rv130w, and rv215w routers could allow an authenticated, remote attacker to execute arbitrary code on an affected device or cause the device to restart unexpectedly, resulting in a denial of service (dos) condition. these vulnerabilities are due to insufficient validation of user fields within incoming http packets. an attacker could exploit these vulnerabilities by sending a crafted request to the web-based management interface. a successful exploit could allow the attacker to execute arbitrary commands on an affected device with root-level privileges or to cause the device to restart unexpectedly, resulting in a dos condition. to exploit these vulnerabilities, an attacker would need to have valid administrator credentials on the affected device. cisco has not released software updates that address these vulnerabilities.",Modified,2022-07-21,2024-11-21,ykramarz@cisco.com,CWE-120,ykramarz@cisco.com,CVSS:3.1/AV:N/AC:L/PR:H/UI:N/S:U/C:L/I:L/A:L,4.7,MEDIUM,Cisco,G_C_CNA_Cisco_Group122
CVE-2022-20884,"multiple vulnerabilities in the web-based management interface of cisco small business rv110w, rv130, rv130w, and rv215w routers could allow an authenticated, remote attacker to execute arbitrary code on an affected device or cause the device to restart unexpectedly, resulting in a denial of service (dos) condition. these vulnerabilities are due to insufficient validation of user fields within incoming http packets. an attacker could exploit these vulnerabilities by sending a crafted request to the web-based management interface. a successful exploit could allow the attacker to execute arbitrary commands on an affected device with root-level privileges or to cause the device to restart unexpectedly, resulting in a dos condition. to exploit these vulnerabilities, an attacker would need to have valid administrator credentials on the affected device. cisco has not released software updates that address these vulnerabilities.",Modified,2022-07-21,2024-11-21,nvd@nist.gov,CWE-78,nvd@nist.gov,CVSS:3.1/AV:N/AC:L/PR:H/UI:N/S:U/C:H/I:H/A:H,7.2,HIGH,NVD,G_C_NVD_Cisco_Group122
CVE-2022-20885,"multiple vulnerabilities in the web-based management interface of cisco small business rv110w, rv130, rv130w, and rv215w routers could allow an authenticated, remote attacker to execute arbitrary code on an affected device or cause the device to restart unexpectedly, resulting in a denial of service (dos) condition. these vulnerabilities are due to insufficient validation of user fields within incoming http packets. an attacker could exploit these vulnerabilities by sending a crafted request to the web-based management interface. a successful exploit could allow the attacker to execute arbitrary commands on an affected device with root-level privileges or to cause the device to restart unexpectedly, resulting in a dos condition. to exploit these vulnerabilities, an attacker would need to have valid administrator credentials on the affected device. cisco has not released software updates that address these vulnerabilities.",Modified,2022-07-21,2024-11-21,ykramarz@cisco.com,CWE-120,ykramarz@cisco.com,CVSS:3.1/AV:N/AC:L/PR:H/UI:N/S:U/C:L/I:L/A:L,4.7,MEDIUM,Cisco,G_C_CNA_Cisco_Group122
CVE-2022-20885,"multiple vulnerabilities in the web-based management interface of cisco small business rv110w, rv130, rv130w, and rv215w routers could allow an authenticated, remote attacker to execute arbitrary code on an affected device or cause the device to restart unexpectedly, resulting in a denial of service (dos) condition. these vulnerabilities are due to insufficient validation of user fields within incoming http packets. an attacker could exploit these vulnerabilities by sending a crafted request to the web-based management interface. a successful exploit could allow the attacker to execute arbitrary commands on an affected device with root-level privileges or to cause the device to restart unexpectedly, resulting in a dos condition. to exploit these vulnerabilities, an attacker would need to have valid administrator credentials on the affected device. cisco has not released software updates that address these vulnerabilities.",Modified,2022-07-21,2024-11-21,nvd@nist.gov,CWE-78,nvd@nist.gov,CVSS:3.1/AV:N/AC:L/PR:H/UI:N/S:U/C:H/I:H/A:H,7.2,HIGH,NVD,G_C_NVD_Cisco_Group122
CVE-2022-20888,"multiple vulnerabilities in the web-based management interface of cisco small business rv110w, rv130, rv130w, and rv215w routers could allow an authenticated, remote attacker to execute arbitrary code on an affected device or cause the device to restart unexpectedly, resulting in a denial of service (dos) condition. these vulnerabilities are due to insufficient validation of user fields within incoming http packets. an attacker could exploit these vulnerabilities by sending a crafted request to the web-based management interface. a successful exploit could allow the attacker to execute arbitrary commands on an affected device with root-level privileges or to cause the device to restart unexpectedly, resulting in a dos condition. to exploit these vulnerabilities, an attacker would need to have valid administrator credentials on the affected device. cisco has not released software updates that address these vulnerabilities.",Modified,2022-07-21,2024-11-21,ykramarz@cisco.com,CWE-120,ykramarz@cisco.com,CVSS:3.1/AV:N/AC:L/PR:H/UI:N/S:U/C:L/I:L/A:L,4.7,MEDIUM,Cisco,G_C_CNA_Cisco_Group122
CVE-2022-20888,"multiple vulnerabilities in the web-based management interface of cisco small business rv110w, rv130, rv130w, and rv215w routers could allow an authenticated, remote attacker to execute arbitrary code on an affected device or cause the device to restart unexpectedly, resulting in a denial of service (dos) condition. these vulnerabilities are due to insufficient validation of user fields within incoming http packets. an attacker could exploit these vulnerabilities by sending a crafted request to the web-based management interface. a successful exploit could allow the attacker to execute arbitrary commands on an affected device with root-level privileges or to cause the device to restart unexpectedly, resulting in a dos condition. to exploit these vulnerabilities, an attacker would need to have valid administrator credentials on the affected device. cisco has not released software updates that address these vulnerabilities.",Modified,2022-07-21,2024-11-21,nvd@nist.gov,CWE-78,nvd@nist.gov,CVSS:3.1/AV:N/AC:L/PR:H/UI:N/S:U/C:H/I:H/A:H,7.2,HIGH,NVD,G_C_NVD_Cisco_Group122
CVE-2022-20886,"multiple vulnerabilities in the web-based management interface of cisco small business rv110w, rv130, rv130w, and rv215w routers could allow an authenticated, remote attacker to execute arbitrary code on an affected device or cause the device to restart unexpectedly, resulting in a denial of service (dos) condition. these vulnerabilities are due to insufficient validation of user fields within incoming http packets. an attacker could exploit these vulnerabilities by sending a crafted request to the web-based management interface. a successful exploit could allow the attacker to execute arbitrary commands on an affected device with root-level privileges or to cause the device to restart unexpectedly, resulting in a dos condition. to exploit these vulnerabilities, an attacker would need to have valid administrator credentials on the affected device. cisco has not released software updates that address these vulnerabilities.",Modified,2022-07-21,2024-11-21,ykramarz@cisco.com,CWE-120,ykramarz@cisco.com,CVSS:3.1/AV:N/AC:L/PR:H/UI:N/S:U/C:L/I:L/A:L,4.7,MEDIUM,Cisco,G_C_CNA_Cisco_Group122
CVE-2022-20886,"multiple vulnerabilities in the web-based management interface of cisco small business rv110w, rv130, rv130w, and rv215w routers could allow an authenticated, remote attacker to execute arbitrary code on an affected device or cause the device to restart unexpectedly, resulting in a denial of service (dos) condition. these vulnerabilities are due to insufficient validation of user fields within incoming http packets. an attacker could exploit these vulnerabilities by sending a crafted request to the web-based management interface. a successful exploit could allow the attacker to execute arbitrary commands on an affected device with root-level privileges or to cause the device to restart unexpectedly, resulting in a dos condition. to exploit these vulnerabilities, an attacker would need to have valid administrator credentials on the affected device. cisco has not released software updates that address these vulnerabilities.",Modified,2022-07-21,2024-11-21,nvd@nist.gov,CWE-78,nvd@nist.gov,CVSS:3.1/AV:N/AC:L/PR:H/UI:N/S:U/C:H/I:H/A:H,7.2,HIGH,NVD,G_C_NVD_Cisco_Group122
CVE-2022-20887,"multiple vulnerabilities in the web-based management interface of cisco small business rv110w, rv130, rv130w, and rv215w routers could allow an authenticated, remote attacker to execute arbitrary code on an affected device or cause the device to restart unexpectedly, resulting in a denial of service (dos) condition. these vulnerabilities are due to insufficient validation of user fields within incoming http packets. an attacker could exploit these vulnerabilities by sending a crafted request to the web-based management interface. a successful exploit could allow the attacker to execute arbitrary commands on an affected device with root-level privileges or to cause the device to restart unexpectedly, resulting in a dos condition. to exploit these vulnerabilities, an attacker would need to have valid administrator credentials on the affected device. cisco has not released software updates that address these vulnerabilities.",Modified,2022-07-21,2024-11-21,ykramarz@cisco.com,CWE-120,ykramarz@cisco.com,CVSS:3.1/AV:N/AC:L/PR:H/UI:N/S:U/C:L/I:L/A:L,4.7,MEDIUM,Cisco,G_C_CNA_Cisco_Group122
CVE-2022-20887,"multiple vulnerabilities in the web-based management interface of cisco small business rv110w, rv130, rv130w, and rv215w routers could allow an authenticated, remote attacker to execute arbitrary code on an affected device or cause the device to restart unexpectedly, resulting in a denial of service (dos) condition. these vulnerabilities are due to insufficient validation of user fields within incoming http packets. an attacker could exploit these vulnerabilities by sending a crafted request to the web-based management interface. a successful exploit could allow the attacker to execute arbitrary commands on an affected device with root-level privileges or to cause the device to restart unexpectedly, resulting in a dos condition. to exploit these vulnerabilities, an attacker would need to have valid administrator credentials on the affected device. cisco has not released software updates that address these vulnerabilities.",Modified,2022-07-21,2024-11-21,nvd@nist.gov,CWE-78,nvd@nist.gov,CVSS:3.1/AV:N/AC:L/PR:H/UI:N/S:U/C:H/I:H/A:H,7.2,HIGH,NVD,G_C_NVD_Cisco_Group122
CVE-2021-1197,"multiple vulnerabilities in the web-based management interface of cisco small business rv110w, rv130, rv130w, and rv215w routers could allow an authenticated, remote attacker to execute arbitrary code or cause an affected device to restart unexpectedly. the vulnerabilities are due to improper validation of user-supplied input in the web-based management interface. an attacker could exploit these vulnerabilities by sending crafted http requests to an affected device. a successful exploit could allow the attacker to execute arbitrary code as the root user on the underlying operating system or cause the device to reload, resulting in a denial of service (dos) condition. to exploit these vulnerabilities, an attacker would need to have valid administrator credentials on the affected device. cisco has not released software updates that address these vulnerabilities.",Modified,2021-01-13,2024-11-21,ykramarz@cisco.com,CWE-121,ykramarz@cisco.com,CVSS:3.1/AV:N/AC:L/PR:H/UI:N/S:U/C:H/I:H/A:H,7.2,HIGH,Cisco,G_C_CNA_Cisco_Group123
CVE-2021-1197,"multiple vulnerabilities in the web-based management interface of cisco small business rv110w, rv130, rv130w, and rv215w routers could allow an authenticated, remote attacker to execute arbitrary code or cause an affected device to restart unexpectedly. the vulnerabilities are due to improper validation of user-supplied input in the web-based management interface. an attacker could exploit these vulnerabilities by sending crafted http requests to an affected device. a successful exploit could allow the attacker to execute arbitrary code as the root user on the underlying operating system or cause the device to reload, resulting in a denial of service (dos) condition. to exploit these vulnerabilities, an attacker would need to have valid administrator credentials on the affected device. cisco has not released software updates that address these vulnerabilities.",Modified,2021-01-13,2024-11-21,nvd@nist.gov,CWE-787,nvd@nist.gov,CVSS:3.1/AV:N/AC:L/PR:H/UI:N/S:U/C:H/I:H/A:H,7.2,HIGH,NVD,G_C_NVD_Cisco_Group123
CVE-2021-1198,"multiple vulnerabilities in the web-based management interface of cisco small business rv110w, rv130, rv130w, and rv215w routers could allow an authenticated, remote attacker to execute arbitrary code or cause an affected device to restart unexpectedly. the vulnerabilities are due to improper validation of user-supplied input in the web-based management interface. an attacker could exploit these vulnerabilities by sending crafted http requests to an affected device. a successful exploit could allow the attacker to execute arbitrary code as the root user on the underlying operating system or cause the device to reload, resulting in a denial of service (dos) condition. to exploit these vulnerabilities, an attacker would need to have valid administrator credentials on the affected device. cisco has not released software updates that address these vulnerabilities.",Modified,2021-01-13,2024-11-21,ykramarz@cisco.com,CWE-121,ykramarz@cisco.com,CVSS:3.1/AV:N/AC:L/PR:H/UI:N/S:U/C:H/I:H/A:H,7.2,HIGH,Cisco,G_C_CNA_Cisco_Group123
CVE-2021-1198,"multiple vulnerabilities in the web-based management interface of cisco small business rv110w, rv130, rv130w, and rv215w routers could allow an authenticated, remote attacker to execute arbitrary code or cause an affected device to restart unexpectedly. the vulnerabilities are due to improper validation of user-supplied input in the web-based management interface. an attacker could exploit these vulnerabilities by sending crafted http requests to an affected device. a successful exploit could allow the attacker to execute arbitrary code as the root user on the underlying operating system or cause the device to reload, resulting in a denial of service (dos) condition. to exploit these vulnerabilities, an attacker would need to have valid administrator credentials on the affected device. cisco has not released software updates that address these vulnerabilities.",Modified,2021-01-13,2024-11-21,nvd@nist.gov,CWE-787,nvd@nist.gov,CVSS:3.1/AV:N/AC:L/PR:H/UI:N/S:U/C:H/I:H/A:H,7.2,HIGH,NVD,G_C_NVD_Cisco_Group123
CVE-2021-1200,"multiple vulnerabilities in the web-based management interface of cisco small business rv110w, rv130, rv130w, and rv215w routers could allow an authenticated, remote attacker to execute arbitrary code or cause an affected device to restart unexpectedly. the vulnerabilities are due to improper validation of user-supplied input in the web-based management interface. an attacker could exploit these vulnerabilities by sending crafted http requests to an affected device. a successful exploit could allow the attacker to execute arbitrary code as the root user on the underlying operating system or cause the device to reload, resulting in a denial of service (dos) condition. to exploit these vulnerabilities, an attacker would need to have valid administrator credentials on the affected device. cisco has not released software updates that address these vulnerabilities.",Modified,2021-01-13,2024-11-21,ykramarz@cisco.com,CWE-121,ykramarz@cisco.com,CVSS:3.1/AV:N/AC:L/PR:H/UI:N/S:U/C:H/I:H/A:H,7.2,HIGH,Cisco,G_C_CNA_Cisco_Group123
CVE-2021-1200,"multiple vulnerabilities in the web-based management interface of cisco small business rv110w, rv130, rv130w, and rv215w routers could allow an authenticated, remote attacker to execute arbitrary code or cause an affected device to restart unexpectedly. the vulnerabilities are due to improper validation of user-supplied input in the web-based management interface. an attacker could exploit these vulnerabilities by sending crafted http requests to an affected device. a successful exploit could allow the attacker to execute arbitrary code as the root user on the underlying operating system or cause the device to reload, resulting in a denial of service (dos) condition. to exploit these vulnerabilities, an attacker would need to have valid administrator credentials on the affected device. cisco has not released software updates that address these vulnerabilities.",Modified,2021-01-13,2024-11-21,nvd@nist.gov,CWE-787,nvd@nist.gov,CVSS:3.1/AV:N/AC:L/PR:H/UI:N/S:U/C:H/I:H/A:H,7.2,HIGH,NVD,G_C_NVD_Cisco_Group123
CVE-2021-1203,"multiple vulnerabilities in the web-based management interface of cisco small business rv110w, rv130, rv130w, and rv215w routers could allow an authenticated, remote attacker to execute arbitrary code or cause an affected device to restart unexpectedly. the vulnerabilities are due to improper validation of user-supplied input in the web-based management interface. an attacker could exploit these vulnerabilities by sending crafted http requests to an affected device. a successful exploit could allow the attacker to execute arbitrary code as the root user on the underlying operating system or cause the device to reload, resulting in a denial of service (dos) condition. to exploit these vulnerabilities, an attacker would need to have valid administrator credentials on the affected device. cisco has not released software updates that address these vulnerabilities.",Modified,2021-01-13,2024-11-21,ykramarz@cisco.com,CWE-121,ykramarz@cisco.com,CVSS:3.1/AV:N/AC:L/PR:H/UI:N/S:U/C:H/I:H/A:H,7.2,HIGH,Cisco,G_C_CNA_Cisco_Group123
CVE-2021-1203,"multiple vulnerabilities in the web-based management interface of cisco small business rv110w, rv130, rv130w, and rv215w routers could allow an authenticated, remote attacker to execute arbitrary code or cause an affected device to restart unexpectedly. the vulnerabilities are due to improper validation of user-supplied input in the web-based management interface. an attacker could exploit these vulnerabilities by sending crafted http requests to an affected device. a successful exploit could allow the attacker to execute arbitrary code as the root user on the underlying operating system or cause the device to reload, resulting in a denial of service (dos) condition. to exploit these vulnerabilities, an attacker would need to have valid administrator credentials on the affected device. cisco has not released software updates that address these vulnerabilities.",Modified,2021-01-13,2024-11-21,nvd@nist.gov,CWE-787,nvd@nist.gov,CVSS:3.1/AV:N/AC:L/PR:H/UI:N/S:U/C:H/I:H/A:H,7.2,HIGH,NVD,G_C_NVD_Cisco_Group123
CVE-2021-1213,"multiple vulnerabilities in the web-based management interface of cisco small business rv110w, rv130, rv130w, and rv215w routers could allow an authenticated, remote attacker to execute arbitrary code or cause an affected device to restart unexpectedly. the vulnerabilities are due to improper validation of user-supplied input in the web-based management interface. an attacker could exploit these vulnerabilities by sending crafted http requests to an affected device. a successful exploit could allow the attacker to execute arbitrary code as the root user on the underlying operating system or cause the device to reload, resulting in a denial of service (dos) condition. to exploit these vulnerabilities, an attacker would need to have valid administrator credentials on the affected device. cisco has not released software updates that address these vulnerabilities.",Modified,2021-01-13,2024-11-21,ykramarz@cisco.com,CWE-121,ykramarz@cisco.com,CVSS:3.1/AV:N/AC:L/PR:H/UI:N/S:U/C:H/I:H/A:H,7.2,HIGH,Cisco,G_C_CNA_Cisco_Group123
CVE-2021-1213,"multiple vulnerabilities in the web-based management interface of cisco small business rv110w, rv130, rv130w, and rv215w routers could allow an authenticated, remote attacker to execute arbitrary code or cause an affected device to restart unexpectedly. the vulnerabilities are due to improper validation of user-supplied input in the web-based management interface. an attacker could exploit these vulnerabilities by sending crafted http requests to an affected device. a successful exploit could allow the attacker to execute arbitrary code as the root user on the underlying operating system or cause the device to reload, resulting in a denial of service (dos) condition. to exploit these vulnerabilities, an attacker would need to have valid administrator credentials on the affected device. cisco has not released software updates that address these vulnerabilities.",Modified,2021-01-13,2024-11-21,nvd@nist.gov,CWE-787,nvd@nist.gov,CVSS:3.1/AV:N/AC:L/PR:H/UI:N/S:U/C:H/I:H/A:H,7.2,HIGH,NVD,G_C_NVD_Cisco_Group123
CVE-2021-1208,"multiple vulnerabilities in the web-based management interface of cisco small business rv110w, rv130, rv130w, and rv215w routers could allow an authenticated, remote attacker to execute arbitrary code or cause an affected device to restart unexpectedly. the vulnerabilities are due to improper validation of user-supplied input in the web-based management interface. an attacker could exploit these vulnerabilities by sending crafted http requests to an affected device. a successful exploit could allow the attacker to execute arbitrary code as the root user on the underlying operating system or cause the device to reload, resulting in a denial of service (dos) condition. to exploit these vulnerabilities, an attacker would need to have valid administrator credentials on the affected device. cisco has not released software updates that address these vulnerabilities.",Modified,2021-01-13,2024-11-21,ykramarz@cisco.com,CWE-121,ykramarz@cisco.com,CVSS:3.1/AV:N/AC:L/PR:H/UI:N/S:U/C:H/I:H/A:H,7.2,HIGH,Cisco,G_C_CNA_Cisco_Group123
CVE-2021-1208,"multiple vulnerabilities in the web-based management interface of cisco small business rv110w, rv130, rv130w, and rv215w routers could allow an authenticated, remote attacker to execute arbitrary code or cause an affected device to restart unexpectedly. the vulnerabilities are due to improper validation of user-supplied input in the web-based management interface. an attacker could exploit these vulnerabilities by sending crafted http requests to an affected device. a successful exploit could allow the attacker to execute arbitrary code as the root user on the underlying operating system or cause the device to reload, resulting in a denial of service (dos) condition. to exploit these vulnerabilities, an attacker would need to have valid administrator credentials on the affected device. cisco has not released software updates that address these vulnerabilities.",Modified,2021-01-13,2024-11-21,nvd@nist.gov,CWE-787,nvd@nist.gov,CVSS:3.1/AV:N/AC:L/PR:H/UI:N/S:U/C:H/I:H/A:H,7.2,HIGH,NVD,G_C_NVD_Cisco_Group123
CVE-2021-1196,"multiple vulnerabilities in the web-based management interface of cisco small business rv110w, rv130, rv130w, and rv215w routers could allow an authenticated, remote attacker to execute arbitrary code or cause an affected device to restart unexpectedly. the vulnerabilities are due to improper validation of user-supplied input in the web-based management interface. an attacker could exploit these vulnerabilities by sending crafted http requests to an affected device. a successful exploit could allow the attacker to execute arbitrary code as the root user on the underlying operating system or cause the device to reload, resulting in a denial of service (dos) condition. to exploit these vulnerabilities, an attacker would need to have valid administrator credentials on the affected device. cisco has not released software updates that address these vulnerabilities.",Modified,2021-01-13,2024-11-21,ykramarz@cisco.com,CWE-121,ykramarz@cisco.com,CVSS:3.1/AV:N/AC:L/PR:H/UI:N/S:U/C:H/I:H/A:H,7.2,HIGH,Cisco,G_C_CNA_Cisco_Group123
CVE-2021-1196,"multiple vulnerabilities in the web-based management interface of cisco small business rv110w, rv130, rv130w, and rv215w routers could allow an authenticated, remote attacker to execute arbitrary code or cause an affected device to restart unexpectedly. the vulnerabilities are due to improper validation of user-supplied input in the web-based management interface. an attacker could exploit these vulnerabilities by sending crafted http requests to an affected device. a successful exploit could allow the attacker to execute arbitrary code as the root user on the underlying operating system or cause the device to reload, resulting in a denial of service (dos) condition. to exploit these vulnerabilities, an attacker would need to have valid administrator credentials on the affected device. cisco has not released software updates that address these vulnerabilities.",Modified,2021-01-13,2024-11-21,nvd@nist.gov,CWE-787,nvd@nist.gov,CVSS:3.1/AV:N/AC:L/PR:H/UI:N/S:U/C:H/I:H/A:H,7.2,HIGH,NVD,G_C_NVD_Cisco_Group123
CVE-2021-1212,"multiple vulnerabilities in the web-based management interface of cisco small business rv110w, rv130, rv130w, and rv215w routers could allow an authenticated, remote attacker to execute arbitrary code or cause an affected device to restart unexpectedly. the vulnerabilities are due to improper validation of user-supplied input in the web-based management interface. an attacker could exploit these vulnerabilities by sending crafted http requests to an affected device. a successful exploit could allow the attacker to execute arbitrary code as the root user on the underlying operating system or cause the device to reload, resulting in a denial of service (dos) condition. to exploit these vulnerabilities, an attacker would need to have valid administrator credentials on the affected device. cisco has not released software updates that address these vulnerabilities.",Modified,2021-01-13,2024-11-21,ykramarz@cisco.com,CWE-121,ykramarz@cisco.com,CVSS:3.1/AV:N/AC:L/PR:H/UI:N/S:U/C:H/I:H/A:H,7.2,HIGH,Cisco,G_C_CNA_Cisco_Group123
CVE-2021-1212,"multiple vulnerabilities in the web-based management interface of cisco small business rv110w, rv130, rv130w, and rv215w routers could allow an authenticated, remote attacker to execute arbitrary code or cause an affected device to restart unexpectedly. the vulnerabilities are due to improper validation of user-supplied input in the web-based management interface. an attacker could exploit these vulnerabilities by sending crafted http requests to an affected device. a successful exploit could allow the attacker to execute arbitrary code as the root user on the underlying operating system or cause the device to reload, resulting in a denial of service (dos) condition. to exploit these vulnerabilities, an attacker would need to have valid administrator credentials on the affected device. cisco has not released software updates that address these vulnerabilities.",Modified,2021-01-13,2024-11-21,nvd@nist.gov,CWE-787,nvd@nist.gov,CVSS:3.1/AV:N/AC:L/PR:H/UI:N/S:U/C:H/I:H/A:H,7.2,HIGH,NVD,G_C_NVD_Cisco_Group123
CVE-2021-1204,"multiple vulnerabilities in the web-based management interface of cisco small business rv110w, rv130, rv130w, and rv215w routers could allow an authenticated, remote attacker to execute arbitrary code or cause an affected device to restart unexpectedly. the vulnerabilities are due to improper validation of user-supplied input in the web-based management interface. an attacker could exploit these vulnerabilities by sending crafted http requests to an affected device. a successful exploit could allow the attacker to execute arbitrary code as the root user on the underlying operating system or cause the device to reload, resulting in a denial of service (dos) condition. to exploit these vulnerabilities, an attacker would need to have valid administrator credentials on the affected device. cisco has not released software updates that address these vulnerabilities.",Modified,2021-01-13,2024-11-21,ykramarz@cisco.com,CWE-121,ykramarz@cisco.com,CVSS:3.1/AV:N/AC:L/PR:H/UI:N/S:U/C:H/I:H/A:H,7.2,HIGH,Cisco,G_C_CNA_Cisco_Group123
CVE-2021-1204,"multiple vulnerabilities in the web-based management interface of cisco small business rv110w, rv130, rv130w, and rv215w routers could allow an authenticated, remote attacker to execute arbitrary code or cause an affected device to restart unexpectedly. the vulnerabilities are due to improper validation of user-supplied input in the web-based management interface. an attacker could exploit these vulnerabilities by sending crafted http requests to an affected device. a successful exploit could allow the attacker to execute arbitrary code as the root user on the underlying operating system or cause the device to reload, resulting in a denial of service (dos) condition. to exploit these vulnerabilities, an attacker would need to have valid administrator credentials on the affected device. cisco has not released software updates that address these vulnerabilities.",Modified,2021-01-13,2024-11-21,nvd@nist.gov,CWE-787,nvd@nist.gov,CVSS:3.1/AV:N/AC:L/PR:H/UI:N/S:U/C:H/I:H/A:H,7.2,HIGH,NVD,G_C_NVD_Cisco_Group123
CVE-2021-1214,"multiple vulnerabilities in the web-based management interface of cisco small business rv110w, rv130, rv130w, and rv215w routers could allow an authenticated, remote attacker to execute arbitrary code or cause an affected device to restart unexpectedly. the vulnerabilities are due to improper validation of user-supplied input in the web-based management interface. an attacker could exploit these vulnerabilities by sending crafted http requests to an affected device. a successful exploit could allow the attacker to execute arbitrary code as the root user on the underlying operating system or cause the device to reload, resulting in a denial of service (dos) condition. to exploit these vulnerabilities, an attacker would need to have valid administrator credentials on the affected device. cisco has not released software updates that address these vulnerabilities.",Modified,2021-01-13,2024-11-21,ykramarz@cisco.com,CWE-121,ykramarz@cisco.com,CVSS:3.1/AV:N/AC:L/PR:H/UI:N/S:U/C:H/I:H/A:H,7.2,HIGH,Cisco,G_C_CNA_Cisco_Group123
